replicate,instance,group,result
10,22,1,2549.11298026443 
15,30,1,299.01773380577 
11,10,1,272435.97942227 
12,21,1,4578.86770237065 
15,1,2,297.027786126052 
8,16,1,29428.4511820256 
13,19,1,10044.6009796215 
10,23,1,2557.97376900792 
9,9,1,485202.982759943 
15,2,2,328.827442343467 
12,22,1,4703.87798411949 
10,24,1,2835.6454543669 
13,20,1,9208.95328001705 
8,17,1,23364.7774627283 
15,3,2,247.076113633723 
14,8,1,707578.527317002 
11,11,1,294738.421825866 
12,23,1,4101.91355448193 
10,25,1,1485.82398034501 
15,4,2,351.591097899085 
13,21,1,9218.4293256775 
8,18,1,23133.1577088458 
15,5,2,299.715900292023 
12,24,1,3681.70355162623 
9,10,1,433279.189973948 
10,26,1,2269.97294104169 
13,22,1,11320.7964178861 
15,6,2,303.388130145076 
12,25,1,5003.23615716661 
11,12,1,230638.277033021 
10,27,1,2544.59703927693 
8,19,1,29984.5759558208 
15,7,2,296.313202655172 
14,9,1,725530.804818895 
13,23,1,8039.48257089891 
15,8,2,378.126837566952 
12,26,1,4188.1358092677 
10,28,1,2292.87731060449 
8,20,1,21099.7730145914 
9,11,1,537852.591890548 
15,9,2,269.107697532968 
13,24,1,10521.545959682 
10,29,1,2513.89571054915 
12,27,1,4592.93968228806 
11,13,1,271127.036538543 
15,10,2,357.822062888235 
8,21,1,27008.708230594 
10,30,1,2326.27003975564 
13,25,1,8919.37042560235 
12,28,1,4235.87222336582 
15,11,2,294.86685842139 
14,10,1,731545.200102089 
15,12,2,331.24503386959 
10,1,2,3057.56302083314 
12,29,1,3968.28372736492 
13,26,1,11159.130479208 
9,12,1,464021.58201736 
8,22,1,25294.6482114469 
11,14,1,242621.541883656 
15,13,2,307.218038026426 
10,2,2,2762.63915533329 
12,30,1,3281.31145117575 
15,14,2,300.302216073761 
13,27,1,9439.19493277172 
8,23,1,27884.9771451011 
10,3,2,2718.41996011003 
15,15,2,345.82962622989 
12,1,2,3227.9303322842 
13,28,1,7442.50591424994 
14,11,1,684756.502919246 
11,15,1,226530.639331232 
15,16,2,295.940610736271 
9,13,1,391486.259326557 
10,4,2,3280.14735759166 
8,24,1,30204.0465193607 
12,2,2,2784.46401101764 
15,17,2,349.966309448068 
13,29,1,6338.02925126401 
10,5,2,2932.50857837747 
15,18,2,290.136392024267 
12,3,2,4084.9736164436 
8,25,1,33319.5128539448 
11,16,1,272845.895945543 
10,6,2,2410.99991425147 
13,30,1,8195.28072330366 
15,19,2,328.979191134497 
9,14,1,498975.842378719 
12,4,2,4109.12133363989 
15,20,2,285.714601947632 
14,12,1,772103.116191318 
8,26,1,33233.9460418592 
10,7,2,2730.77962734885 
13,1,2,9703.00062287861 
15,21,2,342.116296152577 
12,5,2,3428.87897267706 
10,8,2,2770.02222286231 
11,17,1,281049.682986857 
15,22,2,344.608223447523 
8,27,1,34508.3879903741 
13,2,2,9749.61654870384 
12,6,2,3927.06614541014 
15,23,2,225.314935768167 
10,9,2,2783.32878143471 
9,15,1,482640.205904174 
13,3,2,10909.8758928373 
15,24,2,276.016073859491 
12,7,2,3918.27933278171 
8,28,1,28187.5796971047 
14,13,1,718483.239308958 
10,10,2,2502.20231082743 
11,18,1,276371.97558991 
15,25,2,325.364984037368 
12,8,2,4858.90208614421 
13,4,2,8862.85775673825 
10,11,2,2226.19288578634 
15,26,2,276.602141315903 
8,29,1,25288.1214920527 
9,16,1,455881.504803034 
12,9,2,4166.63895766148 
15,27,2,402.724231198332 
10,12,2,2711.37884070783 
13,5,2,10997.3179717802 
15,28,2,382.388249204194 
11,19,1,271913.197809232 
8,30,1,29007.3186060865 
14,14,1,802039.257897302 
12,10,2,3770.01817955211 
10,13,2,2680.26090883425 
13,6,2,10454.5216188766 
15,29,2,371.214266691694 
10,14,2,2994.58990462941 
12,11,2,4215.71875779913 
8,1,2,21088.8682304441 
15,30,2,266.326362651653 
9,17,1,433103.754165647 
13,7,2,9284.45394165754 
11,20,1,277005.291888401 
10,15,2,2677.01789762522 
12,12,2,4297.6544633273 
8,2,2,27844.4987744256 
13,8,2,10274.0639389579 
10,16,2,2469.40389865175 
14,15,1,780495.875018915 
12,13,2,3933.15160625659 
13,9,2,8241.54185028611 
8,3,2,29369.6938961783 
9,18,1,438975.808892552 
10,17,2,2722.03789394759 
11,21,1,266587.534187884 
12,14,2,5414.44153274749 
10,18,2,3165.4622101314 
13,10,2,10887.5022925017 
8,4,2,30882.5862874759 
12,15,2,4585.71418903397 
10,19,2,2835.74181901786 
14,16,1,739011.040797646 
13,11,2,8549.81261111846 
11,22,1,281208.818842873 
12,16,2,3982.97624485623 
9,19,1,515763.624358951 
8,5,2,35363.6459063566 
10,20,2,3180.72025095704 
13,12,2,9070.51552495592 
12,17,2,2847.36257646827 
10,21,2,2355.88888408229 
8,6,2,22853.5974784838 
12,18,2,3480.86491287135 
11,23,1,249630.083417406 
13,13,2,10444.3341070022 
10,22,2,2895.52014549738 
9,20,1,549130.033944366 
14,17,1,651848.669409708 
8,7,2,27870.7053083051 
12,19,2,5638.65277226423 
13,14,2,8629.69783636521 
10,23,2,2673.4197973625 
12,20,2,4319.98547192832 
11,24,1,281179.970886259 
8,8,2,25203.7370315022 
10,24,2,2187.0887703236 
13,15,2,8050.45704764389 
9,21,1,377190.76842771 
12,21,2,3900.8815899367 
10,25,2,3127.14892183699 
14,18,1,724895.21876339 
13,16,2,7097.65477131544 
8,9,2,22457.9985960826 
10,26,2,2636.86407987284 
12,22,2,4374.10323427481 
11,25,1,196192.843470996 
13,17,2,9633.47333731087 
8,10,2,23982.7769183104 
10,27,2,2872.88324556372 
12,23,2,5411.37396700635 
9,22,1,417348.17879246 
13,18,2,11137.5732349496 
10,28,2,1820.05260037637 
12,24,2,4867.45758893252 
14,19,1,693014.369415175 
8,11,2,21355.9143883611 
11,26,1,252096.281861651 
13,19,2,10643.8068647095 
10,29,2,2371.61763809354 
12,25,2,4315.570374123 
8,12,2,32334.4361255279 
10,30,2,2274.78743394473 
9,23,1,418029.907811402 
13,20,2,8294.02408417689 
12,26,2,3968.55079615188 
11,27,1,281422.38546544 
8,13,2,30396.4453761354 
13,21,2,6422.12662348987 
14,20,1,722264.718409561 
12,27,2,4051.79327419676 
12,28,2,3936.64948551017 
13,22,2,10117.8274330718 
8,14,2,29752.1715389078 
9,24,1,473709.372634506 
11,28,1,279476.783960908 
12,29,2,4604.96936466758 
13,23,2,8955.51722589613 
8,15,2,33375.3922781222 
14,21,1,666765.145836918 
12,30,2,4394.94017781508 
13,24,2,13135.9426955858 
11,29,1,257556.382528966 
9,25,1,437094.734992687 
8,16,2,29506.8680250355 
13,25,2,8491.61349035251 
8,17,2,28893.1559031245 
11,30,1,198331.954141851 
13,26,2,9284.77479259642 
14,22,1,675155.072789323 
9,26,1,410638.377021415 
8,18,2,20189.8227732523 
13,27,2,9301.23869423317 
11,1,2,272993.701886398 
8,19,2,21540.0425881075 
13,28,2,8347.4184302667 
14,23,1,685699.35740835 
9,27,1,436874.621568088 
13,29,2,8993.80399638878 
8,20,2,33930.3100014271 
11,2,2,259008.989650015 
13,30,2,6949.71536186906 
8,21,2,29012.1771870808 
9,28,1,505061.82336102 
14,24,1,778427.527289222 
8,22,2,29634.2458545241 
11,3,2,274562.595828603 
8,23,2,28026.7873902281 
9,29,1,499361.905310651 
11,4,2,270204.645874883 
8,24,2,34311.1751989001 
14,25,1,693993.914937938 
8,25,2,26463.5846169175 
11,5,2,294459.701243429 
9,30,1,480135.512913294 
8,26,2,29765.8179924384 
14,26,1,815591.144347356 
11,6,2,277953.284872888 
8,27,2,34267.2660341278 
9,1,2,551884.233854806 
8,28,2,27916.1795143181 
11,7,2,260907.685821441 
14,27,1,730222.99301687 
9,2,2,420999.576160762 
8,29,2,26145.4441515391 
11,8,2,235730.59498235 
8,30,2,31014.4296472149 
14,28,1,729866.707838121 
9,3,2,501452.871605936 
11,9,2,240303.047381565 
9,4,2,447821.410166972 
14,29,1,659856.006870061 
11,10,2,292497.541443011 
9,5,2,462849.76399375 
11,11,2,270575.36896263 
14,30,1,783174.534357502 
11,12,2,288871.464598567 
9,6,2,450792.077956898 
14,1,2,718922.489802229 
11,13,2,250084.86163777 
9,7,2,487129.19964178 
14,2,2,691503.884890918 
11,14,2,253953.977898408 
9,8,2,421444.346517955 
11,15,2,205576.786219374 
14,3,2,717625.598608162 
9,9,2,434962.449912167 
11,16,2,262722.031231792 
9,10,2,452220.547870732 
14,4,2,780855.678039489 
11,17,2,307476.546298791 
9,11,2,399188.020218487 
11,18,2,286327.156456889 
14,5,2,739053.554670339 
9,12,2,516934.425618487 
11,19,2,257955.926514652 
14,6,2,708049.012042816 
11,20,2,287652.480313444 
9,13,2,500642.133269283 
14,7,2,748714.631027394 
11,21,2,269161.528223867 
9,14,2,441150.901456113 
11,22,2,233757.547734492 
14,8,2,695637.107189072 
9,15,2,480646.723441011 
11,23,2,273121.578144991 
9,16,2,465101.004982458 
14,9,2,704032.515860753 
11,24,2,310897.780060586 
9,17,2,467509.194515682 
11,25,2,257494.265771287 
14,10,2,750739.264602334 
9,18,2,438354.911985345 
11,26,2,256717.485441223 
14,11,2,673243.821084494 
11,27,2,264489.626444628 
9,19,2,452575.693370826 
14,12,2,732292.099285626 
11,28,2,254155.705253755 
9,20,2,497377.635689568 
11,29,2,275950.450784499 
14,13,2,802801.664027806 
9,21,2,445308.04793041 
11,30,2,219159.024812901 
9,22,2,444539.465036013 
14,14,2,792074.086433298 
9,23,2,442491.772191357 
14,15,2,768345.663150111 
9,24,2,514015.174124128 
14,16,2,689055.097751015 
9,25,2,473117.481036482 
14,17,2,692259.617334363 
9,26,2,463995.256388766 
14,18,2,779283.534500038 
9,27,2,450108.643256363 
14,19,2,700181.278620678 
9,28,2,478854.272940581 
9,29,2,470806.891809562 
14,20,2,768174.690933946 
9,30,2,464771.852930757 
14,21,2,761965.110926268 
14,22,2,718075.488283876 
14,23,2,722919.36102234 
14,24,2,749132.514868933 
14,25,2,741062.255850134 
14,26,2,787108.116432163 
14,27,2,758811.949218752 
14,28,2,773466.974349653 
14,29,2,700724.006932029 
14,30,2,710397.41906894 
23,1,1,21.3567101178864 
19,1,1,504.154318952615 
22,1,1,688.944232109764 
23,2,1,23.9579459969299 
16,1,1,3468.72595891928 
23,3,1,17.4958771452941 
19,2,1,598.215884526014 
22,2,1,751.649890494805 
23,4,1,18.7921445654507 
17,1,1,209049.033956426 
16,2,1,3921.41318149173 
21,1,1,183540.832682704 
18,1,1,258412.8182553 
19,3,1,601.946236671717 
23,5,1,24.1616844443236 
22,3,1,843.581306333556 
20,1,1,490553.754850681 
23,6,1,17.1200573969735 
19,4,1,528.684065257629 
16,3,1,3916.16230893967 
22,4,1,992.481571404555 
23,7,1,18.6154414483626 
23,8,1,19.9934201303035 
17,2,1,155439.800476436 
19,5,1,516.308025376185 
22,5,1,779.641631215575 
21,2,1,211524.946100864 
16,4,1,3598.33416031615 
18,2,1,205557.481338398 
23,9,1,18.5417493420604 
19,6,1,530.950544076471 
23,10,1,15.5688673455944 
22,6,1,611.1540316016 
16,5,1,4803.75695176684 
23,11,1,23.5366301252778 
20,2,1,518533.087525858 
19,7,1,660.853618652957 
23,12,1,13.7656532768405 
22,7,1,702.831460780946 
17,3,1,198646.83440713 
23,13,1,34.0704786403588 
21,3,1,244446.020628821 
16,6,1,4620.47436391162 
19,8,1,548.870076583873 
18,3,1,185961.067589964 
22,8,1,757.668362846892 
23,14,1,21.7155599839454 
19,9,1,571.949078284699 
23,15,1,23.6278572736851 
16,7,1,3615.08082873088 
22,9,1,801.237784012671 
23,16,1,16.8509673595441 
17,4,1,163436.641570097 
20,3,1,496260.20094862 
19,10,1,509.180815609695 
23,17,1,23.6372068612889 
22,10,1,665.867019758691 
16,8,1,4861.85030294182 
21,4,1,234429.961405166 
18,4,1,241701.407645243 
23,18,1,20.7546144778367 
19,11,1,642.65841019551 
